respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde una de estas tres preguntas, la que prefieras responder:Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar cómo quieres que termine tu año escolar.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",La historia que contaste te genera.,La experiencia que compartiste es,Cuando sucedió,Por cuanto tiempo,¿Qué tan común?,¿Quién debe saber esta historia?  ,¿En cuantos colegios has estado?,Temas,Tu historia describe algo: ,Sentí que tuve,La historia involucra,Esta historia me enseñó,La lección impacto en,Es importante,¿Cuál es tu genero? 
12609278629,401577030,2021-04-27 11:32:14,2021-04-27 11:40:50,186.81.138.155,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Que en el colegio había un pasa manos y una niña se callo y se fracturó un brazo ,Tristeza,Experiencia que alguien te compartió,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,En 3,Tecnología,Completamente novedoso,Absolutamente ningún control,Amigos,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12609270350,401577030,2021-04-27 11:31:01,2021-04-27 11:39:00,190.90.24.131,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Para mí fue impactante dejar de ver amis compañeros y profesores por la situación del covid 19,Impotencia,Experiencia personal,Hace más de dos años,Por siempre,Pasa todo el tiempo,Todo el mundo,En 3,Relación con los compañeros,Pasa todo el tiempo,Absolutamente ningún control,Familia,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12609211940,401577030,2021-04-27 11:05:08,2021-04-27 11:19:22,186.86.52.111,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Mi madre me cuenta que en esta institución estudiaron mis hermanos mayores y se graduaron aquí de primaria y de bachillerato y lo mismo quiero hacer yo ,Motivación,Experiencia que alguien te compartió,Hace más de dos años,Por siempre,Común,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Pasa frecuentemente,Control,Familia,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12609205237,401577030,2021-04-27 11:10:40,2021-04-27 11:28:56,181.62.53.219,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Em mi quiero aser abogada y como quiero que termine el año escolar conocer a mis amigos y amigas,Alegría,Experiencia que alguien te compartió,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Los profesores y las directivas,En más de 4,Tecnología,Pasa frecuentemente,Total control,Familia,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Mujer
12609203859,401577030,2021-04-27 11:13:00,2021-04-27 11:16:45,190.146.184.224,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Me gustaria que todo volviera ala normalidad y que esta pandemi se termine proto ya que quiero volver a estudiar presencial, Dios los bendiga",Motivación,Una opinión,Hace un año,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En 2,Valores,Pasa frecuentemente,Poco control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12609157702,401577030,2021-04-27 10:52:35,2021-04-27 11:02:32,181.143.228.70,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Me impacto que una señora mato una culebra. Quiero que mi año escolar termine en mi colegio, no quiero virtualidad.",Tristeza,Experiencia personal,Hace un año,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Pasa frecuentemente,Control,Familia,Importancia de experimentar,Oportunidades futuras,Trabajar en equipo,Hombre
12609149824,401577030,2021-04-27 10:44:43,2021-04-27 11:00:12,190.90.24.131,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces, Me impacto las ideas  q tomaron nuestros maestros  en cuanto a las guias integradoras  .. la cual fue una confucion para nosotros como estudiantes ,Impotencia,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Común,Los profesores y las directivas,En 3,Educación y aprendizaje,Novedoso,Poco control,Profesores,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12609121867,401577030,2021-04-27 10:43:04,2021-04-27 10:51:44,181.129.172.110,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Pues un  poco triste. Por que no puedo pasar  tiempo mis compañeros pero me gustaría terminar el año con ellos juntos para graduarnos justos  ,Motivación,Una opinión,Hace un año,Por siempre,Pasa una vez cada tanto,Nadie,En 2,Ninguna de los anteriores,Novedoso,Total control,A mi,Comprender la realidad de las cosas,Relación con los demás,Ser el mejor,Mujer
12606687019,401577030,2021-04-26 15:21:08,2021-04-26 15:31:34,191.156.11.85,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,El último día de clases fue una experiencia muy rara ya q todos pensábamos q en unos días íbamos a volver pero la verdad to do vivo me hizo darme cuentas de lo importante que son los profesores yo institución ,Tristeza,Una opinión,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 3,Relación con los profesores,Completamente novedoso,Total control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12605996935,401577030,2021-04-26 11:28:51,2021-04-26 11:32:12,190.1.241.0,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Ami me gusta la escuela por q en ella aprendo mucho ,Alegría,Experiencia personal,Hace seis meses,Por siempre,Común,Nadie,En 2,Educación y aprendizaje,Pasa frecuentemente,Control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12604396975,401577030,2021-04-25 22:26:38,2021-04-25 22:37:12,190.99.131.120,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,En las clases de educación física nos enseñan a fortalecer músculos nos hablan de la dieta saludable y sacar nuestro potencial,Motivación,Experiencia personal,Hace un año,Por mucho tiempo,Común,Todo el mundo,Solo en este,Tecnología,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12603981597,401577030,2021-04-25 16:39:07,2021-04-25 16:49:00,191.156.13.154,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Por ahora no ha ocurrido ninguna situación que me halla impactado emocional mente, particularmente o que me halla pensar en mí futuro.. por ahora todo ha fluido bien, por ahora soloe gustaría volver aunque sea en alternancia",Motivación,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Muy rara y única,Todo el mundo,Solo en este,Salud,Novedoso,Poco control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12602113333,401577030,2021-04-24 08:46:21,2021-04-24 08:53:38,191.106.156.62,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"La situación que me hizo pensar sobre mi futuro fue en clase, mientras que hablábamos sobre diferentes profesiones. En las instituciones muchas veces nos educan para responder un examen o una tarea pero Santa Librada se preocupa por el futuro de sus alumnos, ayudándonos a visualizar un futuro mejor ",Motivación,Experiencia personal,Hace más de dos años,Por algún tiempo,Pasa una vez cada tanto,Los compañeros,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Ser el mejor,Mujer
12601114828,401577030,2021-04-23 17:18:07,2021-04-23 17:37:52,200.29.125.112,,,,,No,VALLE DEL CAUCA,IE Santa Rosa,"Que compartía con mis compañeros y mis maestros, y quisiera terminar mi año escolar así ",Tranquilidad,Experiencia personal,Hace un año,Se me va a olvidar,Común,Los compañeros,En más de 4,Relación con los compañeros,Pasa frecuentemente,Control,Amigos,Otros,Relación con los demás,Trabajar en equipo,Mujer
12601048602,401577030,2021-04-23 16:53:00,2021-04-23 17:01:33,190.156.69.22,,,,,No,VALLE DEL CAUCA,IE Jose Holguín Garces,He visto muchas jovenes que empiezan una relación amorosa y traen al mundo a otro ser humano y he pensado que no me gustaria terminar como aquella chica ¿por que? Por que tengo muchas metas y quiero lograr muchas cosas ,Motivación,Experiencia personal,Hace dos años,Por algún tiempo,Común,Todo el mundo,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Total control,Amigos,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12600441986,401577030,2021-04-23 12:36:09,2021-04-23 12:44:25,190.90.24.131,,,,,Sí,CAUCA,IE Santa Librada,Algo que  me impacto fue que el año pasado tibimos que dejar las clases presenciales por culpa del covid ,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Común,Todo el mundo,En más de 4,Justicia,Completamente novedoso,Total control,Otros,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Mujer
12600436670,401577030,2021-04-23 12:36:06,2021-04-23 12:42:26,181.60.119.88,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"Que a comienzos de año pasado no dejaban ir a nadie al colegio, claro por lo del covid, pero ahora con el pico nos quieren mandar. Es algo ilógico.",Rabia,Una opinión,Hace un año,Se me va a olvidar,Muy rara y única,Todo el mundo,En 3,Justicia,Novedoso,Poco control,Otros,Otros,Entender lo que sucede a tu alrededor,Ser el mejor,Mujer
12600392354,401577030,2021-04-23 12:18:27,2021-04-23 12:26:18,181.129.163.30,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"A veces siento que no voy para ningún lado, que lo que estoy haciendo no sirve, pero reacciono y pienso que sí existe es por algo y en cualquier cosa me puede servir.Necesitaria colaboración para hacer algo que me gusta que es jugar fútbol. ",Motivación,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Pasa una vez cada tanto,Todo el mundo,En 2,Relación con los compañeros,Pasa frecuentemente,Poco control,A mi,Importancia de experimentar,Oportunidades futuras,Ser el mejor,Hombre
12600212275,401577030,2021-04-23 11:22:31,2021-04-23 11:24:40,186.27.202.153,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Que ahora en las clases virtuales mandan ésos poc0 de trabajos sin explicar ,Tristeza,Experiencia que alguien te compartió,Hace un año,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En más de 4,Bullying y matoneo,Novedoso,Total control,Otros,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12600171397,401577030,2021-04-23 11:04:59,2021-04-23 11:11:34,186.116.233.162,,,,,No,VALLE DEL CAUCA,IE Santa Librada,Una vez estábamos en el salón y llego el profesor de educación física para elegir a los jugadores para jugar intercolegiados entonces me nombraron y pues creí que jugando ese torneo propia estar mi futuro que es jugar fútbol ,Motivación,Experiencia personal,Hace más de dos años,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Pasa todo el tiempo,Control,Familia,Importancia de experimentar,Oportunidades futuras,Trabajar en equipo,Hombre
12599894544,401577030,2021-04-23 09:21:16,2021-04-23 09:46:06,181.53.137.203,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"Una ves estaba en la institución Luis Carlos Peña puesto que yo estudie ahí segundo tercero y cuarto, en ese tiempo estaba en tercero y estaba en descanso, después vi a un niño con un golpe en la cabeza, tuvieron que ponerle un hielo en la cabeza, lo que pasaba es que el niño corrió muy rápido y se callo fuertemente al suelo. Por eso desde ese día tengo mas precaución en lo que haga",Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Pasa una vez cada tanto,Los compañeros,En 2,La seguridad en el colegio,Pasa frecuentemente,Poco control,Amigos,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12598712187,401577030,2021-04-22 23:34:21,2021-04-22 23:38:28,190.99.198.120,,,,,No,VALLE DEL CAUCA,IE Santa Librada,Nada,Alegría,Una historia que escuchaste por ahí,Hace algunos días o semanas,Se me va a olvidar,Muy rara y única,Nadie,En más de 4,Tecnología,Novedoso,Control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12598627817,401577030,2021-04-22 22:24:17,2021-04-22 22:30:15,181.62.52.143,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Yo Andy cando quiero terminar el año presencial,Motivación,Una opinión,Hace algunos días o semanas,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Relación con los demás,Ser el mejor,Hombre
12598079004,401577030,2021-04-22 17:14:08,2021-04-22 17:20:36,200.116.194.178,,,,,No,VALLE DEL CAUCA,IE Santa Rosa,ninguna ves,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Se me va a olvidar,Muy rara y única,Nadie,Solo en este,La seguridad en el colegio,Pasa todo el tiempo,Poco control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12597975459,401577030,2021-04-22 16:19:16,2021-04-22 16:32:53,181.61.201.184,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Quiero terminar mi año escolar aprendiendo nuevas cosas  como matemáticas ,Motivación,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa una vez cada tanto,Nadie,Solo en este,Tecnología,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12597684783,401577030,2021-04-22 14:33:47,2021-04-22 14:38:49,181.234.41.223,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Quisiera estar con mis profesores y amigos y volver a clase,Motivación,Experiencia personal,Hace un año,Por mucho tiempo,Común,Los profesores y las directivas,En 2,La seguridad en el colegio,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12596838220,401577030,2021-04-22 09:49:20,2021-04-22 10:01:39,181.143.225.67,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,Cuando la profesora de la otra escuela estaba preguntando a todos los estudiantes de qué querían ser cuando sean grandes todos dijeron Qué querían ser cuando sean grandes cuando llegó el turno mío me tocó decirle a la profesora que quería ser profesora porque yo todavía no sabía que quería hacer cuándo sería grande,Motivación,Experiencia personal,Hace un año,Se me va a olvidar,Común,Nadie,En más de 4,Educación y aprendizaje,Novedoso,Control,A mi,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12596789209,401577030,2021-04-22 09:41:53,2021-04-22 09:46:57,190.1.221.41,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Que la profe me edado motivación ,Motivación,Experiencia que alguien te compartió,Hace algunos días o semanas,Por siempre,Común,Los profesores y las directivas,En 3,Educación y aprendizaje,Novedoso,Control,Profesores,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Hombre
12596742037,401577030,2021-04-22 09:11:49,2021-04-22 09:32:02,190.90.24.133,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Este cuarentena no esta afectando y no podemos ir al colegio y es estar con mis compañeros y aprender con mis profesores,Motivación,Experiencia personal,Hace un año,Por algún tiempo,Común,Todo el mundo,En 3,Relación con los profesores,Completamente novedoso,Control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12596728760,401577030,2021-04-22 09:22:01,2021-04-22 09:27:54,181.62.52.56,,,,,Sí,BOGOTÁ,IE Santa Librada,En seguir mi camino y nunca dejar de soñar,Motivación,Experiencia personal,Hace un año,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En 3,Relación con los compañeros,Pasa todo el tiempo,Total control,Familia,Otros,Oportunidades futuras,Comprender a los otros,Mujer
12596719691,401577030,2021-04-22 09:15:19,2021-04-22 09:36:27,190.1.213.235,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Una vez me cayó en el baño y me trinch  la pierna,Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 3,Tecnología,Novedoso,Poco control,A mi,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12596698918,401577030,2021-04-22 09:11:43,2021-04-22 09:18:45,186.27.132.232,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Pues para mí quisiera que el año escolar terminara llendo a clases que por causas del covid no podemos asistir ,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,Solo en este,Ninguna de los anteriores,Completamente novedoso,Poco control,Familia,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12596610406,401577030,2021-04-22 08:44:10,2021-04-22 08:52:47,190.99.213.107,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,M contento mucho la profesora que tuve en 5to pork m ayudo ayudo mucho y m motivo la prof clarizaf,Alegría,Experiencia personal,Hace más de dos años,Por mucho tiempo,Pasa una vez cada tanto,Todo el mundo,Solo en este,Tecnología,Pasa frecuentemente,Total control,Profesores,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Mujer
12596488593,401577030,2021-04-22 08:04:09,2021-04-22 08:16:00,181.78.17.123,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Terminar el año escolar con clase presencial,Motivación,Una opinión,Hace algunos días o semanas,Por algún tiempo,Común,Todo el mundo,En 2,Relación con los compañeros,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12596377130,401577030,2021-04-22 07:20:22,2021-04-22 07:45:25,190.99.239.10,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Conversal com amigos,Motivación,Experiencia personal,Hace más de dos años,Por siempre,Muy rara y única,Nadie,En 2,Relación con los compañeros,Pasa frecuentemente,Control,Amigos,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Hombre
12596315847,401577030,2021-04-22 07:19:57,2021-04-22 07:34:42,186.27.137.199,,,,,No,VALLE DEL CAUCA,IE Santa Librada,a cabe el covi poder bernos,Alegría,Experiencia personal,Hace dos años,Por siempre,Común,Los profesores y las directivas,Solo en este,Tecnología,Novedoso,Total control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12595575440,401577030,2021-04-22 00:34:39,2021-04-22 00:44:34,191.106.143.141,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"1. Escogi la uno,  porque cuando se realizo la emisora en mi sede Carlos Alberto Sardi,  y fuimos los creadores,  yo fui parte del.equipo tecnico,  pioneros en este campo en la instotucion. Me gusto demasiado y me hizo pensar en la posibilidad de estudiar comunicacion,  ya q me siento super a gusto,  fui locutora tambien y me parecio algo muy chevere e interesante",Orgullo/Satisfacción,Experiencia personal,Hace un año,Por mucho tiempo,Muy rara y única,Todo el mundo,Solo en este,Innovación y creatividad,Novedoso,Control,Amigos,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
