respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde a una de estas tres opciones, la que prefieras responder:Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar cómo quieres que termine tu año escolar.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",¿Cuéntanos que opción elegiste?,La historia que contaste te genera.,La experiencia que compartiste es,Cuando sucedió,Por cuanto tiempo,¿Qué tan común?,¿Quién debe saber esta historia?  ,¿En cuantos colegios has estado?,Temas,Tu historia describe algo: ,Sentí que tuve,La historia involucra,Esta historia me enseñó,Esta historia me enseñó,La lección impacto en,Es importante,¿Cuál es tu genero? 
12644590138,401495591,2021-05-10 10:49:43,2021-05-10 10:53:39,190.26.217.124,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,"QUIERO TERMINAR EL AÑO ACADÉMICO DE MANERA PRESENCIAL, EL TIEMPO QUE PUDIMOS ASISTIR FUE MUY BONITO, EL PODER ESTAR CON MIS AMIGAS Y LA PROMOCIÓN , TERMINAR DE UNA AGRADABLE MANERA NUESTRO ÚLTIMO AÑO ESCOLAR",3,Motivación,Experiencia personal,Hace algunos días o semanas,Por mucho tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 2,Relación con los compañeros,Pasa frecuentemente,Total control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Mujer
12644358757,401495591,2021-05-10 08:08:41,2021-05-10 09:45:25,181.55.38.33,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,mmmm atropellaron a una maestra ,1,Tristeza,Experiencia personal,Hace más de dos años,Se me va a olvidar,Muy rara y única,Todo el mundo,En 2,Ninguna de los anteriores,Novedoso,Poco control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12644297905,401495591,2021-05-10 07:57:54,2021-05-10 09:27:50,190.9.194.241,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,el haber conocido a la maestra de 2 me llevo a mi futuro de ser maestra me impulsó a saber que podría lograrlo,1,Alegría,Experiencia personal,Hace más de dos años,Por siempre,Pasa una vez cada tanto,Nadie,En 3,Educación y aprendizaje,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Mujer
12644204866,401495591,2021-05-10 07:29:27,2021-05-10 09:00:34,190.251.138.17,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,"una historia que me dejó a mi impactada totalmente fué cuando pasó un accidente de auto , una practicante se quedó sin frenos pero era un viernes y los vieres había una eucaristía y en cada eucaristía hay un mercado pero de cada salón se escogen  2 estudiantes por grado entonces el carro iba bajando y se quedó sin frenos y nos aporreó a dos de nuestro salón y entre esas estoy yo y nos aporreamos una maestra y nosotras las del salón.",2,Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Muy rara y única,Todo el mundo,Solo en este,Educación y aprendizaje,Novedoso,Control,A mi,Otros,Otros,Relación con los demás,Trabajar en equipo,Mujer
12644190379,401495591,2021-05-10 07:29:22,2021-05-10 08:56:15,201.233.83.78,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,Que un niño puso comida en el microondas y con papel aluminio y esploto,2,Tranquilidad,Una opinión,Hace un año,Por algún tiempo,Pasa una vez cada tanto,Nadie,En 3,Ninguna de los anteriores,Pasa frecuentemente,Absolutamente ningún control,Otros,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12644163796,401495591,2021-05-10 08:43:20,2021-05-10 08:47:56,181.63.176.17,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,las actividades en el coliseo ,2,Alegría,Experiencia que alguien te compartió,Hace un año,Por algún tiempo,Común,Todo el mundo,En 3,Educación y aprendizaje,Completamente novedoso,Total control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Hombre
12644163122,401495591,2021-05-10 07:49:55,2021-05-10 08:47:44,201.233.95.109,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,En la escuela se vivió muchas cosas por caso del coronavirus entonces no quiero que eso me desanime para tener un gran año y terminarlo felizmente ,3,Motivación,Una opinión,Hace algunos días o semanas,Por algún tiempo,Común,Todo el mundo,En 2,Salud,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12644158696,401495591,2021-05-10 08:20:54,2021-05-10 08:46:24,179.15.200.79,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,Una situación que paso en mi escuela y me impacto mucho fue que un auto callo dentro de la institución y golpeo a mi maestra de ingles y la rueda del coche aplasto el pie de un compañero.,2,Tristeza,Experiencia que alguien te compartió,Hace dos años,Por mucho tiempo,Muy rara y única,Todo el mundo,Solo en este,La seguridad en el colegio,Completamente novedoso,Absolutamente ningún control,Profesores,Otros,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12644157571,401495591,2021-05-10 07:30:17,2021-05-10 08:46:04,200.116.135.228,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,Actividades en el colegio me han hecho pensar en mi futuro Que me motivan mucho para mi futuro,1,Motivación,Experiencia personal,Hace algunos días o semanas,,Pasa una vez cada tanto,Todo el mundo,En 2,Valores,Pasa frecuentemente,Total control,Amigos,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12644152775,401495591,2021-05-10 07:29:16,2021-05-10 08:44:35,190.251.134.236,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,estudio personal,2,Alegría,Experiencia personal,Hace un año,Por mucho tiempo,Pasa todo el tiempo,Los compañeros,En 2,Tecnología,Pasa frecuentemente,Control,Otros,Comprender la realidad de las cosas,Importancia de experimentar,Oportunidades futuras,Ser el mejor,Hombre
12644149977,401495591,2021-05-10 08:20:55,2021-05-10 08:43:42,201.233.75.203,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,cuando entro un auto y atropello a la maestra lina  ,2,Tristeza,Experiencia que alguien te compartió,Hace un año,Por siempre,Muy rara y única,Todo el mundo,En 3,Valores,Completamente novedoso,Control,Amigos,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12644147948,401495591,2021-05-10 08:20:47,2021-05-10 08:43:04,181.131.179.230,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,EN UN ACCIDENTE DE UN MAESTRO,1,Tranquilidad,Una opinión,Hace más de dos años,Se me va a olvidar,Común,Todo el mundo,En 2,Educación y aprendizaje,Novedoso,Absolutamente ningún control,Amigos,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12644144253,401495591,2021-05-10 08:20:49,2021-05-10 08:41:57,201.185.164.121,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,Yo quiero que termine el año escolar super ,3,Motivación,Una opinión,Hace un año,Por siempre,Pasa todo el tiempo,Nadie,Solo en este,Tecnología,Pasa todo el tiempo,Total control,A mi,Otros,Otros,Oportunidades futuras,Trabajar en equipo,Hombre
12644143104,401495591,2021-05-10 08:21:05,2021-05-10 08:41:36,190.251.159.230,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,una vez una maestra y dos compañeras estaban cargando el mercado para otros niños pobres y lo que paso fue que un carro iba llegando y cuando iba parar los frenos se dañaron y  a tropellaron a las niñas y la maestra ,2,Tristeza,Experiencia personal,Hace dos años,Por siempre,Muy rara y única,Los profesores y las directivas,En 2,La seguridad en el colegio,Novedoso,Total control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12644141878,401495591,2021-05-10 08:22:04,2021-05-10 08:41:14,201.233.95.19,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,A MI ME IMPACTO EL ACCIDENTE DE LA MAESTRA LINA,2,Tristeza,Experiencia que alguien te compartió,Hace dos años,Por algún tiempo,Muy rara y única,Los compañeros,Solo en este,Relación con la familia,Novedoso,Poco control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12644139451,401495591,2021-05-10 08:24:48,2021-05-10 08:40:30,181.58.38.137,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,"El accidente  del colegio de la profe Lina, me pone  a pensar que hay que estar atentos y protegidos en todo momento",2,Tristeza,Experiencia personal,Hace más de dos años,Por mucho tiempo,Muy rara y única,Todo el mundo,Solo en este,La seguridad en el colegio,Completamente novedoso,Absolutamente ningún control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12644129706,401495591,2021-05-10 08:05:39,2021-05-10 08:37:38,181.58.38.201,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,"Un día en clase de ciencias naturales la maestra estaba explicando un tema que era la ingeniería ambiental, ami me intereso mucho ese tema porque trata de cuidar la naturaleza y de no malgastarla pensé y desde ese momento pensé que en el futuro me gustaría ser una ingeniera ambiental que protege a la naturaleza.  ",1,Motivación,Experiencia personal,Hace un año,Por siempre,Común,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Pasa frecuentemente,Total control,A mi,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12644127814,401495591,2021-05-10 08:20:52,2021-05-10 08:37:03,190.251.158.189,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia, yo quiero  terminar el año con buena ortografía,3,Motivación,Experiencia personal,Hace un año,Por siempre,Pasa una vez cada tanto,Los profesores y las directivas,En 3,Relación con los compañeros,Pasa frecuentemente,Absolutamente ningún control,A mi,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Hombre
12644126234,401495591,2021-05-10 08:20:50,2021-05-10 08:36:35,181.58.38.117,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,que vienen barias personas de otros colegios  y otra personas ,2,Orgullo/Satisfacción,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Pasa una vez cada tanto,Todo el mundo,En 2,Innovación y creatividad,Pasa frecuentemente,Control,Otros,Otros,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Hombre
12644123292,401495591,2021-05-10 08:20:55,2021-05-10 08:35:41,181.58.38.249,,,,,Sí,ANTIOQUIA,Escuela Normal Superor de Antioquia,Fue una situación impactante fue cuando paso un accidente con un carro en la entrada de los mercados,2,Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Muy rara y única,Todo el mundo,En 2,La seguridad en el colegio,Completamente novedoso,Control,Familia,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12644119348,401495591,2021-05-10 08:21:13,2021-05-10 08:34:31,190.158.84.73,,,,,No,ANTIOQUIA,Escuela Normal Superor de Antioquia,bien,2,Alegría,Experiencia personal,Hace más de dos años,Se me va a olvidar,Común,Nadie,Solo en este,Salud,Novedoso,Control,A mi,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
