respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde a una de estas tres opciones, la que prefieras responder:Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar cómo quieres que termine tu año escolar.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",¿Cuéntanos que opción elegiste?,La historia que contaste te genera.,La experiencia que compartiste es,Cuando sucedió,Por cuanto tiempo,¿Qué tan común?,¿Quién debe saber esta historia?  ,¿En cuantos colegios has estado?,Temas,Tu historia describe algo: ,Sentí que tuve,La historia involucra,Esta historia me enseñó,Esta historia me enseñó,La lección impacto en,Es importante,¿Cuál es tu genero? 
12616858931,401495591,2021-04-29 15:09:52,2021-04-29 15:22:30,191.95.149.30,,,,,Sí,ANTIOQUIA,IE Reino de Bélgica,Yo eh pensado en mí futuro al ver el ejemplo y la dedicación de mis profesores quiero ser maestra y dedicarme a enseñar a los niños ,1,Motivación,Una opinión,Hace algunos días o semanas,Por siempre,Común,Todo el mundo,Solo en este,Ninguna de los anteriores,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12613411512,401495591,2021-04-28 15:15:02,2021-04-28 15:23:30,181.135.248.18,,,,,No,ANTIOQUIA,IE Álvaro Marín Velasco,No se por que soy nuevo en el instituto solo fuy una semana ,1,Impotencia,Una opinión,Hace un año,Se me va a olvidar,Muy rara y única,Nadie,En 3,Ninguna de los anteriores,Pasa frecuentemente,Total control,A mi,Otros,Otros,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12612993387,401495591,2021-04-28 13:00:18,2021-04-28 13:09:41,177.254.203.141,,,,,Sí,ANTIOQUIA,IE Guadalupe,Que a veces no me gustaba participar con los estudiantes ,1,Tristeza,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Pasa todo el tiempo,Nadie,En más de 4,Salud,Pasa todo el tiempo,Control,A mi,Importancia de experimentar,Importancia de experimentar,Relación con los demás,Comprender a los otros,Mujer
12612516290,401495591,2021-04-28 09:59:18,2021-04-28 10:45:26,179.12.202.114,,,,,No,ANTIOQUIA,IE Guadalupe,Que una vez paso algo muy incomodo por que ocurrio de algo que no hice y los profesores y unas compañeras me acusaron. De eso aprendi que las personas aveces juzgan sin saber realmente lo que paso ,2,Tristeza,Experiencia personal,Hace más de dos años,Por algún tiempo,Muy rara y única,Los compañeros,Solo en este,Educación y aprendizaje,Novedoso,Total control,Profesores,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12610761801,401495591,2021-04-27 21:42:26,2021-04-27 21:47:04,181.130.82.144,,,,,Sí,ANTIOQUIA,IE Guadalupe,Las fotos de los grados y los profesores le dan motivos a uno de superación personal,3,Motivación,Una opinión,Hace más de dos años,Por siempre,Común,Los profesores y las directivas,En más de 4,Educación y aprendizaje,Completamente novedoso,Total control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12610636462,401495591,2021-04-27 20:19:10,2021-04-27 20:31:57,45.175.20.130,,,,,Sí,ANTIOQUIA,IE Guadalupe,Haber hecho salir una persona injustamente por falta de pruebas,1,Impotencia,Experiencia que alguien te compartió,Hace dos años,,Muy rara y única,Los profesores y las directivas,En más de 4,Justicia,Novedoso,Poco control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12609606908,401495591,2021-04-27 13:21:27,2021-04-27 13:30:15,177.254.202.147,,,,,Sí,ANTIOQUIA,IE Guadalupe,Dan la oportunidad de que los estudiantes que no pueden pagar una carrera la hagan gratis ellos dan becas para que los estudiantes tenga una carrera sin preocuparse ,1,Alegría,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Común,Los compañeros,En 2,Educación y aprendizaje,Pasa todo el tiempo,Control,Amigos,Comprender la realidad de las cosas,Otros,Oportunidades futuras,Ser el mejor,Mujer
12609443753,401495591,2021-04-27 12:26:24,2021-04-27 12:34:51,200.122.210.178,,,,,No,ANTIOQUIA,IE Guadalupe,El Bullying y la discriminacion que hay hacia los Venezolanos,1,Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Pasa todo el tiempo,Los profesores y las directivas,En 2,Educación y aprendizaje,Pasa frecuentemente,Poco control,A mi,Otros,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12609414631,401495591,2021-04-27 12:14:21,2021-04-27 12:24:14,200.122.210.178,,,,,Sí,ANTIOQUIA,IE Guadalupe,"Cuando muchos de los profes nos cuentas, sus historias de vidas, y nos hacen replantear de cosas que casi nunca estamos seguro, ejemplo; como que estudiar en la universidad y muchos decidimos ir por carreras que no nos gustan y que generan muy buenos ingresos ",1,Motivación,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Los compañeros,En más de 4,Relación con los profesores,Pasa todo el tiempo,Control,A mi,Importancia de experimentar,Importancia de experimentar,Oportunidades futuras,Trabajar en equipo,Mujer
12609382923,401495591,2021-04-27 12:04:13,2021-04-27 12:14:18,181.51.78.10,,,,,Sí,ANTIOQUIA,IE Guadalupe,"La que más me impacto fue cuando dejamos de estudiar presencial, dejar de ir al colegio, dejar de compartir con nuestros compañeros y profesores, pero se que esto no solo me ha impactado a mi si no a todos los colegios",2,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Pasa todo el tiempo,Todo el mundo,En 3,Educación y aprendizaje,Pasa todo el tiempo,Poco control,Otros,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Mujer
12609376584,401495591,2021-04-27 12:03:07,2021-04-27 12:11:51,181.130.77.244,,,,,No,ANTIOQUIA,IE Guadalupe,El hecho de no poder ir al acto de grado por no tener cédula colombiana me hace sentir que me esfuerzo para nada ,3,Tristeza,Experiencia personal,Hace algunos días o semanas,Por siempre,Muy rara y única,Nadie,Solo en este,Ninguna de los anteriores,Completamente novedoso,Total control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12609363398,401495591,2021-04-27 12:02:39,2021-04-27 12:07:41,181.130.80.197,,,,,Sí,ANTIOQUIA,IE Guadalupe,Que somos muy indisciplinados que no hacemos casi a lo que los profes nos diga ,2,Impotencia,Una opinión,Hace un año,Por siempre,Común,Los compañeros,Solo en este,Tecnología,Novedoso,Poco control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Hombre
12609360668,401495591,2021-04-27 12:02:18,2021-04-27 12:06:49,181.132.65.218,,,,,Sí,ANTIOQUIA,IE Guadalupe,El hacer bullyng ,1,Motivación,Experiencia personal,Hace un año,Por algún tiempo,Pasa todo el tiempo,Todo el mundo,En 2,Justicia,Completamente novedoso,Control,Otros,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Relación con los demás,Ser el mejor,Mujer
12609359397,401495591,2021-04-27 12:02:23,2021-04-27 12:06:26,191.95.146.239,,,,,Sí,ANTIOQUIA,IE Guadalupe,Una vez que un alumno le quiso pegar a un profesor por qué lo regaño para que se sentará ,1,Impotencia,Experiencia personal,Hace más de dos años,Se me va a olvidar,Muy rara y única,Todo el mundo,Solo en este,Tecnología,Completamente novedoso,Control,Profesores,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12608677746,401495591,2021-04-26 20:52:18,2021-04-27 08:35:42,191.95.144.166,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,Alguna vez perdí un montón de materias por estar en el colegio haciendo muchas cosas menos estudiando y por eso perdí muchas materias y me hizo pensar sobre mi futuro y hacer las cosas bien y esforzarme mas ,2,Motivación,Experiencia personal,Hace más de dos años,Por siempre,Pasa todo el tiempo,Nadie,Solo en este,Educación y aprendizaje,Completamente novedoso,Total control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Mujer
12607038747,401495591,2021-04-26 17:36:44,2021-04-26 17:43:41,200.122.223.74,,,,,Sí,ANTIOQUIA,IE Reino de Bélgica,Quiero que terminemos el año lleno al colegio para poder compartir con los profesores y mis compañeros,2,Motivación,Experiencia personal,Hace un año,Se me va a olvidar,Pasa todo el tiempo,Los profesores y las directivas,Solo en este,Valores,Pasa frecuentemente,Absolutamente ningún control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12606120944,401495591,2021-04-26 12:08:57,2021-04-26 12:12:38,45.175.20.130,,,,,Sí,ANTIOQUIA,IE Reino de Bélgica,Feliz ,1,Motivación,Una opinión,Hace un año,Se me va a olvidar,Muy rara y única,Todo el mundo,Solo en este,Relación con los compañeros,Completamente novedoso,Poco control,Familia,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12605908565,401495591,2021-04-26 10:52:36,2021-04-26 11:03:43,45.175.20.130,,,,,Sí,ANTIOQUIA,IE Reino de Bélgica,Me gustaría el terminaramos el año estudiando normal en el colegio llendo todos los días y que se acabe este virus ,3,Motivación,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,Relación con los compañeros,Pasa todo el tiempo,Total control,Profesores,Importancia de experimentar,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12605265768,401495591,2021-04-26 07:36:51,2021-04-26 07:42:56,181.130.84.57,,,,,Sí,ANTIOQUIA,IE Guadalupe,El no tener un computador me ha dificultado las clases y las investigaciones a mi si tareas. ,1,Tristeza,Experiencia personal,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Los profesores y las directivas,Solo en este,Tecnología,Pasa todo el tiempo,Absolutamente ningún control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12603796459,401495591,2021-04-25 13:40:11,2021-04-25 13:50:03,201.233.240.145,,,,,Sí,ANTIOQUIA,IE Guadalupe,"Me gustaria terminarlo con buenas calificaciones,con muchos conocimientos nuevos y ganar el año y no perder materias",2,Motivación,Experiencia personal,Hace más de dos años,Por mucho tiempo,Pasa una vez cada tanto,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Novedoso,Control,Familia,Otros,Otros,Oportunidades futuras,Comprender a los otros,Hombre
12602609297,401495591,2021-04-24 15:36:12,2021-04-24 15:43:22,191.95.155.19,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,cuando estaba en segundo grado yo hera grosero con las niñas ,2,Tristeza,Experiencia personal,Hace más de dos años,Por algún tiempo,Muy rara y única,Nadie,En 2,Educación y aprendizaje,Completamente novedoso,Poco control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12601043084,401495591,2021-04-23 16:51:21,2021-04-23 16:58:07,191.156.14.194,,,,,Sí,ANTIOQUIA,IE Guadalupe,La discriminacion.y debemos enseñar que no importa ni color ni raza ni origen todos somos iguales.,2,Motivación,Una opinión,Hace dos años,Por siempre,Pasa todo el tiempo,Todo el mundo,Solo en este,Bullying y matoneo,Pasa todo el tiempo,Total control,Otros,Importancia de experimentar,Importancia de experimentar,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12601020567,401495591,2021-04-23 16:42:07,2021-04-23 16:46:07,181.132.255.8,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,Una protesta que hubo una vez hace tiempo ,2,Tristeza,Una historia que escuchaste por ahí,Hace más de dos años,Por algún tiempo,Muy rara y única,Los compañeros,Solo en este,Salud,Novedoso,Poco control,Amigos,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12600861983,401495591,2021-04-23 15:13:47,2021-04-23 15:30:42,186.81.102.191,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,HOLA MEDEJO IMPACTADO  TANTOS PROFESORES  QUE HAY Y COMO EXPLICAN DE BUENO,1,Motivación,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Los profesores y las directivas,En 2,Educación y aprendizaje,Pasa frecuentemente,Total control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12600821829,401495591,2021-04-23 15:00:43,2021-04-23 15:13:30,181.130.150.168,,,,,Sí,ATLÁNTICO,IE Guadalupe,Cuéntame una situación que haya sucedido en tu situación educativa que te haya pensado como quieres que termine tu año escolar.,3,Alegría,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Común,Todo el mundo,En 2,Educación y aprendizaje,Novedoso,Control,A mi,Otros,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Hombre
12600767948,401495591,2021-04-23 14:47:17,2021-04-23 14:51:23,177.254.206.161,,,,,Sí,ANTIOQUIA,IE Guadalupe,Ver cómo mis compañeros botaban la comida ,2,Tristeza,Experiencia personal,Hace un año,Por siempre,Pasa todo el tiempo,Todo el mundo,En 3,Relación con los compañeros,Pasa todo el tiempo,Poco control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12600761523,401495591,2021-04-23 14:41:37,2021-04-23 14:48:42,191.91.136.229,,,,,Sí,ANTIOQUIA,IE Guadalupe,1)me impacta porq tiene exelentes profesores q apesar de las dificultades q todos estamos pasando ellos estan dispuestos y con mucha paciencia enseñando a nuestros hijos ,1,Orgullo/Satisfacción,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12600696219,401495591,2021-04-23 14:18:24,2021-04-23 14:21:50,177.254.206.161,,,,,Sí,ANTIOQUIA,IE Guadalupe,Mi experiencias con mis compañeros es muy buena,1,Alegría,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Novedoso,Control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12600695392,401495591,2021-04-23 14:15:08,2021-04-23 14:21:31,201.221.176.9,,,,,No,ANTIOQUIA,IE Benedikta Zur Nieden,Las platicas de ciertos profesores aveces me ponen a pensar sobre mi futuro  ,1,Motivación,Una opinión,Hace un año,Por mucho tiempo,Común,Nadie,En más de 4,Bullying y matoneo,Pasa frecuentemente,Control,Profesores,Nuevos conocimientos y habilidades,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12600679456,401495591,2021-04-23 14:10:47,2021-04-23 14:15:21,181.130.94.159,,,,,Sí,ANTIOQUIA,IE Guadalupe,En una cemana me dieron un balón asi en la cabeza,2,Tristeza,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 2,Tecnología,Pasa frecuentemente,Poco control,A mi,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12600674447,401495591,2021-04-23 14:03:30,2021-04-23 14:13:14,177.254.206.161,,,,,Sí,ANTIOQUIA,IE Guadalupe,"Me da mucha tristeza cuando mis compañeros dicen gracerias, se muerden, pelean y no se comen la comida de la escuelan",2,Tristeza,Experiencia personal,Hace dos años,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En más de 4,Bullying y matoneo,Pasa todo el tiempo,Control,Amigos,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Hombre
12600569100,401495591,2021-04-23 13:20:39,2021-04-23 13:32:35,181.130.94.159,,,,,Sí,ANTIOQUIA,IE Guadalupe,En una semana unos niños es taban jugando a con jelado yo es taba en la cancha viendo el partido y esos niños pasaron por la cancha y conjeraron a uno en la mitad de la cancha y a ese niño le dieron un varonaso en la cabeza,2,Tristeza,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 2,Tecnología,Pasa frecuentemente,Poco control,Amigos,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12600524537,401495591,2021-04-23 13:09:20,2021-04-23 13:15:18,181.132.228.163,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,"2) La dinámica llevada a cabo en la educación virtual, preferiría que el año escolar se  terminara con la presencialidad. ",2,Motivación,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Pasa todo el tiempo,Absolutamente ningún control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12600430034,401495591,2021-04-23 12:24:33,2021-04-23 12:39:57,190.107.25.53,,,,,Sí,ANTIOQUIA,IE Benedikta Zur Nieden,"Que me hizo pensar en mi futuro, la manera es que los profesores nos enseña, a pensar, a decidir, cuando nos regañan por nuestros bien son cosas que nos van a servir en un futuro,  me han pasado en varios casos en los cuales me gano mi egaño por no prestar atencion creo y considero que eso le enseña muchas cosas a usted,  pensar el porque te esta regañando y luego actuar de forma respetuosa al caso.",1,Motivación,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En más de 4,Educación y aprendizaje,Pasa frecuentemente,Total control,A mi,Comprender la realidad de las cosas,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12600342408,401495591,2021-04-23 11:59:53,2021-04-23 12:08:09,45.178.15.236,,,,,Sí,ANTIOQUIA,IE Guadalupe,"En una clase había un compañero que estaba jugando y molestado, la profesora le llama la atención pero a él no le importa y sigue, luego la profesora ya furiosa le pide de forma responsable que se retire del salón y donde el la mira sonríe y se sienta, la profesora le vuelve a pedir que se retire y el se puso a reír dejandola en ridículo de late de los compañeros al final de una discusión el estudiante salió del salón.",2,Impotencia,Experiencia personal,Hace dos años,Por algún tiempo,Pasa todo el tiempo,Los compañeros,En más de 4,Relación con los profesores,Pasa frecuentemente,Absolutamente ningún control,Profesores,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12600156171,401495591,2021-04-23 10:57:20,2021-04-23 11:07:08,200.122.195.113,,,,,No,ANTIOQUIA,IE Guadalupe,"Mmm, debido a la situacion ur vivimos terminar el año ganando",3,Motivación,Experiencia personal,Hace algunos días o semanas,Por mucho tiempo,Muy rara y única,Nadie,En 2,Ninguna de los anteriores,Pasa todo el tiempo,Absolutamente ningún control,A mi,Nuevos conocimientos y habilidades,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Hombre
12600114930,401495591,2021-04-23 10:48:37,2021-04-23 10:54:03,45.178.14.58,,,,,Sí,ANTIOQUIA,IE Guadalupe,La situación que sucedió en la institución educativa que me impacto particularmente es: una vez en la clase de español relaté una historia yo misma y me di cuenta que soy muy buena para la escritura.,2,Motivación,Experiencia personal,Hace un año,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 3,Innovación y creatividad,Novedoso,Control,A mi,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Mujer
12600108026,401495591,2021-04-23 10:31:43,2021-04-23 10:51:50,181.130.79.6,,,,,Sí,ANTIOQUIA,IE Guadalupe,La situación que me impactó en la institución  eduacativa y me hizo proyectar hacia el futuro es:cuando mi mamá un día fue al colegio muy enojada por que hace algo muy malo y me regañó delante de muchas personas y me hizo reflexionar  y cambiar mi forma de pensar y tener algo mejor en el futuro ,1,Motivación,Experiencia personal,Hace más de dos años,Por siempre,Muy rara y única,Nadie,Solo en este,Relación con la familia,Completamente novedoso,Control,Familia,Comprender la realidad de las cosas,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
