respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Imagine que está en una conferencia con otros colegas. Un amigo de otra escuela le pide que describa una experiencia en el aula en la cual probó algo diferente que produjo resultados positivos, negativos, interesantes o mixtos en los alumnos.¿Cuál experiencia compartiría",Mi experiencia produjo…,En esta experiencia me enfoqué en…,Mi intención fue cultivar en los estudiantes…,Los estudiantes aprenden a través de…,En mi experiencia un factor determinante es…,En mi experiencia fueron determinantes…,Mi foco estuvo en cultivar en los estudiantes…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes se les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,En general mi ejemplo/experiencia me produjo,Esta situación sucede…,Esta historia se relaciona con…,Tiempo que llevo trabajando en educación...,Tipo de Institución..,Preescolar,Básica Primaria,Básica Secundaria,Media,Género,Edad,Nivel Educativo
12619881516,402373207,2021-04-30 12:35:13,2021-04-30 12:46:17,191.95.169.149,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"el vaso con agua: esta experiencia se basa en el manejo de la disciplina con el grupo teniendo en cuenta que los estudiantes cumplan las normas de la clase, el docente dibuja un vaso y a medida que los estudiantes presenten acciones de indisciplina se ira llenando el vaso poco a poco y si el grupo llena el vaso tendrán una accion correctiva.",Resultados positivos,Cumplir con los requerimientos de la IE,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,17,16,17,Satisfacción/orgullo,Rara vez,Educación / aprendizaje,De cinco a diez años,No oficial,Preescolar,Básica Primaria,,,Hombre,30 a 39 años,Licenciado
12619862894,402373207,2021-04-30 12:34:36,2021-04-30 12:42:39,181.62.216.46,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,la creación de una actividad dancística a partir de una obra de plastilina,Resultados positivos,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,69,69,90,Felicidad,Con frecuencia,Innovación / creatividad,De diez a quince años,Oficial,Preescolar,Básica Primaria,Básica Secundaria,Media,Hombre,30 a 39 años,Licenciado
12619842054,402373207,2021-04-30 12:18:28,2021-04-30 12:51:33,190.14.224.197,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"la utilización de diferentes herramientas interactivas para que los estudiantes fueran autónomos y construyan sus propios conocimientos y además de esto se divirtieran aprendiendo, el espacio fue muy significativo y se evidencio el aprendizaje cumpliendo así con el objetivo propuesto.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Ayudar a los estudiantes a alcanzar los objetivos,50,53,53,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De uno a cinco años,No oficial,,Básica Primaria,Básica Secundaria,,Mujer,40 a 49 años,Licenciado
12619836670,402373207,2021-04-30 12:17:31,2021-04-30 12:31:18,181.58.5.54,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Animación de personajes  (Avatar personal),  les encanta y se perciben en sus rostros sensaciones positivas,  además  se genera trabajo colaborativo. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Tiempo y la planeación curricular,Maestros y rectores,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,100,97,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De cinco a diez años,No oficial,,,,Media,Mujer,30 a 39 años,Profesional no Licenciado
12619829182,402373207,2021-04-30 12:15:42,2021-04-30 12:31:26,186.83.146.246,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Creación de experimentos con material de  casa,Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,100,100,100,Satisfacción/orgullo,Todo el tiempo,Innovación / creatividad,Más de quince año,No oficial,Preescolar,,,,Mujer,40 a 49 años,Licenciado
12619829114,402373207,2021-04-30 12:15:48,2021-04-30 12:31:27,181.62.228.19,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Creación de un ábaco para trabajar decenas y unidades con material reciclable y que se tuviera en casa.,Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,100,100,100,Satisfacción/orgullo,Todo el tiempo,Innovación / creatividad,Más de quince año,No oficial,,Básica Primaria,,,Mujer,50 a 59 años,Licenciado
12619828891,402373207,2021-04-30 12:15:45,2021-04-30 12:29:01,186.81.66.5,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Soy docente de inglés , asi que les pedí a los estudiantes que se Imaginaran que estábamos en un lugar donde todo el mundo habla inglés, donde se realizaban talent shows, esa experiencia fue muy significativa para los estudiantes, porque se metieron en el papel, se empoderaron del idioma inglés y comprendieron que para entender que algunas cosas hay que vivirlas para comprenderlas aún mejor. Eso fue algo maravilloso y algo que los estudiantes aún recuerdan. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,50,30,50,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De cinco a diez años,No oficial,,Básica Primaria,,,Hombre,30 a 39 años,Licenciado
12619826431,402373207,2021-04-30 12:15:51,2021-04-30 12:28:07,186.145.21.89,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"La experiencia fue que a partir de uno de los ejes temáticos del área, en el diálogo propio de la clase, algunos estudiantes propusieron que sería interesante realizar una exposición, pero no como las de siempre, que esa exposición fuera una especie de museo, galería de arte o parque temático, entonces como docente organicé para que se pudiera materalizar la propuesta de los estudiantes, el resultado final fue muy satisfactorio y con muchos aprendizajes para los estudiantes, ya que por estar tan motivados profundizaron en aspectos que no se habían contemplado inicialmente. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,20,84,50,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,Más de quince año,No oficial,,,Básica Secundaria,Media,Mujer,40 a 49 años,Magister
12619824231,402373207,2021-04-30 12:16:47,2021-04-30 12:28:33,190.108.77.18,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,clase de movimiento parabólico ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,52,30,50,Felicidad,Con frecuencia,Educación / aprendizaje,De uno a cinco años,Oficial,,,,Media,Hombre,40 a 49 años,Especialista
12619823411,402373207,2021-04-30 12:16:55,2021-04-30 12:30:14,181.58.5.177,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,la de poder articular el manejo de algunas plataformas digitales    y lograr que los estudiantes    les y lograr que los estudiantes se integren de manera asertivay colaborativa.vinculando todo el grupo a tarvés de experiencias,Resultados interesantes,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,100,97,100,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,Más de quince año,No oficial,,,Básica Secundaria,Media,Mujer,40 a 49 años,Licenciado
12619821658,402373207,2021-04-30 12:18:23,2021-04-30 12:26:21,181.52.165.251,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"En una ocasión hice uso de herramientas de gamificación en Genially donde los estudiantes jugaron en equipos el juego de la serpiente y las escaleras los estudiantes competian por lograr llegar de primeros y obtener el premio, una nota adicional, el juego consistia en preguntas y jugaban por equipos, muy significativo ya que los estudiantes en su afan de competir y ganar dieron lo mejor de si mismos. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar y hacer,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,46,50,74,Felicidad,Con frecuencia,Educación / aprendizaje,De uno a cinco años,No oficial,,,,Media,Hombre,30 a 39 años,Profesional no Licenciado
12619820697,402373207,2021-04-30 12:15:44,2021-04-30 12:27:02,181.58.19.19,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,articular la temática con ejemplos de la vida cotidiana ,Resultados interesantes,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,43,36,50,Felicidad,Con frecuencia,Educación / aprendizaje,De uno a cinco años,No oficial,,,Básica Secundaria,,Hombre,30 a 39 años,Licenciado
12619819376,402373207,2021-04-30 12:15:50,2021-04-30 12:26:04,186.81.217.51,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Experiencia de los abp, donde a partir de darle a conocer el tema a los estudiantes ellos lograron un aprendizaje.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,0,1,1,Felicidad,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,,,Básica Secundaria,,Mujer,40 a 49 años,Profesional no Licenciado
12619819218,402373207,2021-04-30 12:15:49,2021-04-30 12:26:02,186.81.104.217,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"En una oportunidad realicé una actividad que consistía en la creación de una canción, los estudiantes a partir de un ejemplo debían escribir un texto y un acompañamiento musical (melodía y ritmo) ",Resultados interesantes,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,50,50,30,Satisfacción/orgullo,Con frecuencia,Valores,Más de quince año,Oficial,Preescolar,Básica Primaria,Básica Secundaria,,Hombre,30 a 39 años,Licenciado
12619817390,402373207,2021-04-30 12:16:43,2021-04-30 12:25:06,186.81.50.152,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Un espacio lúdico que no está sujeto a ningún tipo de planeación de aula,Resultados positivos,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Aplicar y hacer,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Ayudar a los estudiantes a alcanzar los objetivos,50,50,60,Satisfacción/orgullo,Rara vez,Relación con la familia,De diez a quince años,No oficial,,Básica Primaria,,,Mujer,30 a 39 años,Licenciado
12619814421,402373207,2021-04-30 12:15:46,2021-04-30 12:24:17,181.58.17.168,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Construcción de un mapa de los exploradores de la naturaleza,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar y hacer,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,50,50,50,Felicidad,Todo el tiempo,Educación / aprendizaje,Más de quince año,No oficial,Preescolar,,,,Mujer,50 a 59 años,Profesional no Licenciado
12619813446,402373207,2021-04-30 12:15:36,2021-04-30 12:24:13,186.81.105.45,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,La experiencia más importante y que he implementado en mis clases es darle un lugar muy importante a los estudiantes en cada una de las practicas educativas que realizo,Resultados positivos,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Dar soporte emocional a los estudiantes,2,50,2,Felicidad,Todo el tiempo,Valores,De cinco a diez años,No oficial,,,Básica Secundaria,,Mujer,40 a 49 años,Licenciado
12619813007,402373207,2021-04-30 12:15:36,2021-04-30 12:23:50,186.116.54.137,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Les compartí a los estudiantes un vídeo de un experimento social sobre comportamientos para hacer un analisis,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Ayudar a los estudiantes a alcanzar los objetivos,50,50,69,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,Preescolar,Básica Primaria,Básica Secundaria,Media,Mujer,20 a 29 años,Licenciado
12619812756,402373207,2021-04-30 12:18:24,2021-04-30 12:23:27,191.102.198.199,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Frente al proceso de Enseñanza - Aprendizaje, promovido desde los medios virtuales, he tenido la posibilidad de contar con profesionales en la Docencia, que me han brindado guías, para desarrollar a cabalidad las actividades propuestas desde el modelo ABP. Por ello, como Docente nuevo en el institución, reconozco la efectividad de este modelo de instrucción, puesto que facilita la asimilación de conocimientos por parte de los Educandos. . ",Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Maestros y rectores,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,0,50,100,Esperanza,Todo el tiempo,Educación / aprendizaje,Menos de un año,No oficial,,,Básica Secundaria,,Hombre,20 a 29 años,Licenciado
12619812032,402373207,2021-04-30 12:15:35,2021-04-30 12:23:03,190.61.47.114,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Mi experiencia fue leer un libro interactivo en clase, reflexionarlo con los estudiantes a través de una ruleta y luego poner en práctica lo aprendido en Quizizz. Allí se evidenció un aprendizaje significativo de la temática, pero en el proceso a muchos se les cayó el internet, no podían acceder al link o se les congelaba la pantalla. Para ello, tenía las mismas preguntas en otra plataforma que se les permitía acceder a esos estudiantes y para más seguiridad siempre se les compartió el link en el chat del encuentro, su correo y su respectivo grupo de papás. ",Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar y hacer,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,49,80,98,Felicidad,Con frecuencia,Educación / aprendizaje,Menos de un año,Oficial,,Básica Primaria,,,Hombre,20 a 29 años,Licenciado
12619810917,402373207,2021-04-30 12:15:38,2021-04-30 12:22:45,186.81.217.206,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"He tendio muchas experiencias positivas dentro del aula al hacer diferentes actividades, a los estudiantes les motiva mucho poder realizar diferentes  actividades. Por ejemplo hacer un banco dentro del aula de clases y cada uno con un rol especifico, fue una experiencia muy significativa, tambien realizar la casa de los sueños para trabajar el plano desde geometría. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,100,100,100,Satisfacción/orgullo,Todo el tiempo,Educación / aprendizaje,De cinco a diez años,No oficial,,,Básica Secundaria,,Mujer,30 a 39 años,Magister
12619810877,402373207,2021-04-30 12:16:51,2021-04-30 12:23:00,190.159.160.132,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Estimulación de comprensión lectora mediante presentaciones teatrales, comics, dibujos, etc.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar y hacer,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,50,50,99,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De uno a cinco años,Oficial,,,Básica Secundaria,Media,Mujer,20 a 29 años,Licenciado
12619810638,402373207,2021-04-30 12:15:34,2021-04-30 12:23:22,181.62.132.170,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Sacar los alumnos de los ultimos grados de su entorno (salón) para hacer una actividad diferente a la de la clase, permite generar un espacio de confianza, dar un descanso mental a los chicos para volver al espacio recargados y continuar la clase",Resultados positivos,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Maestros y rectores,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,85,70,40,Felicidad,Todo el tiempo,Innovación / creatividad,De uno a cinco años,No oficial,Preescolar,Básica Primaria,Básica Secundaria,,Hombre,40 a 49 años,Profesional no Licenciado
12619810360,402373207,2021-04-30 12:17:02,2021-04-30 12:23:03,181.62.228.158,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,La  creación de  un estetoscopio casero.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Ayudar a los estudiantes a alcanzar los objetivos,98,99,98,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,,,Básica Secundaria,Media,Hombre,30 a 39 años,Especialista
12619805756,402373207,2021-04-30 12:16:11,2021-04-30 12:27:27,200.6.183.10,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Tuluá,"Trabajo académico utilizando diferentes herramientas tecnológicas, realización de videos donde mostraban sus evidencias y sustentación de trabajo.",Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Aplicar y hacer,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,0,0,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De uno a cinco años,No oficial,,,Básica Secundaria,,Hombre,40 a 49 años,Licenciado
12619804055,402373207,2021-04-30 12:16:30,2021-04-30 12:20:31,181.62.131.208,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,Actividad de lectura interactiva: lectura de un cuento de E. A. Poe con la participación activa de estudiantes,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,50,70,100,Felicidad,Con frecuencia,Educación / aprendizaje,De diez a quince años,No oficial,,,,Media,Hombre,30 a 39 años,Licenciado
